SNR,Bw,Power,Category
52.3692467045381,24596.1996359507,0.0117093406412681,2ndSCSDM_SingleBit
53.6690529660867,68633.5985341531,0.0004351024792843,2ndSCSDM_SingleBit
61.2512712863567,13409.9837953458,0.0106800958985174,2ndSCSDM_SingleBit
66.1385369485558,25966.7099329461,0.0022487597241723,2ndSCSDM_SingleBit
60.8439124768352,75074.3396664942,0.0019437113171746,2ndSCSDM_SingleBit
52.0834927310044,28911.7642783237,0.0038997334152767,2ndSCSDM_SingleBit
82.1571826107422,10583.9878815939,0.0006057399142422,2ndSCSDM_SingleBit
61.3519691250766,10546.5095573476,0.0028537793915309,2ndSCSDM_SingleBit
62.5531745236796,34557.628338243,0.0007639201512993,2ndSCSDM_SingleBit
103.45993366594,14601.6607487238,0.0033634623554689,2ndSCSDM_SingleBit
66.5056560006272,21320.8496620823,0.0044952305558821,2ndSCSDM_SingleBit
56.1418162981213,18462.9392077139,0.0127654065979985,2ndSCSDM_SingleBit
78.7766643968984,17783.394902676,0.0038399056611094,2ndSCSDM_SingleBit
52.6306014903568,88201.9166627612,0.0014719955836299,2ndSCSDM_SingleBit
74.0487477706984,33573.6979754337,0.0012761145612849,2ndSCSDM_SingleBit
66.2270332319996,31721.2173247287,0.0003944096610948,2ndSCSDM_SingleBit
59.9560708972603,14735.4619057618,0.0016475031549473,2ndSCSDM_SingleBit
50.043406290937,28765.6214538438,0.0019013374280326,2ndSCSDM_SingleBit
51.5662497491503,42710.9041457011,0.0024647752762295,2ndSCSDM_SingleBit
68.9343311092618,13221.0491445735,0.0002126631140801,2ndSCSDM_SingleBit
55.4103438638729,22692.1036450985,0.0003337858750791,2ndSCSDM_SingleBit
66.3627499943397,40889.4809785588,0.0015400985139014,2ndSCSDM_SingleBit
61.9435018926387,136864.330462291,0.0019490761368313,2ndSCSDM_SingleBit
94.6447016261479,14417.8389634968,0.0015495795410937,2ndSCSDM_SingleBit
57.49476303136,14750.4041801047,0.0005379043804336,2ndSCSDM_SingleBit
60.1231274375092,54916.152331071,0.0005900455201666,2ndSCSDM_SingleBit
57.4131725879401,170359.469679942,0.0021930995922325,2ndSCSDM_SingleBit
62.481697487199,29563.66423959,0.002095703744958,2ndSCSDM_SingleBit
61.9201985431177,20755.8293290594,0.0132576065883144,2ndSCSDM_SingleBit
76.8329288005724,40579.8416394532,0.0043347521650067,2ndSCSDM_SingleBit
50.3319039954598,21450.8994886537,0.0105375593918007,2ndSCSDM_SingleBit
69.0111460434266,70609.2237373752,0.0061474268056845,2ndSCSDM_SingleBit
58.0564518413439,22146.7885034659,0.0018209823731605,2ndSCSDM_SingleBit
82.239861480533,19810.3625556962,0.0048303134753453,2ndSCSDM_SingleBit
63.7534106658458,20144.438845362,0.0003731254524733,2ndSCSDM_SingleBit
54.0836817193767,136241.534709393,0.0096326062250669,2ndSCSDM_SingleBit
66.7309822435797,26741.2534510614,0.0163154282329367,2ndSCSDM_SingleBit
61.2303146504068,50896.4627340547,0.0008140346591586,2ndSCSDM_SingleBit
50.9494774155374,10477.2586926186,0.0175452604875706,2ndSCSDM_SingleBit
66.38273959367,19981.7646999907,0.0024352991365559,2ndSCSDM_SingleBit
63.8087881989919,28202.6885097073,0.0025422427761998,2ndSCSDM_SingleBit
66.4039468500285,23380.8166110039,0.0026082437628142,2ndSCSDM_SingleBit
52.2443463372776,33658.8749798557,0.0057072360286271,2ndSCSDM_SingleBit
83.4786768169952,18313.8438231408,0.0118403186304512,2ndSCSDM_SingleBit
57.0237761240876,17919.088843861,0.0048603876993546,2ndSCSDM_SingleBit
64.4765800276421,17076.859511309,0.0041705940781404,2ndSCSDM_SingleBit
61.8228232534308,70430.5403391299,0.0063760228890979,2ndSCSDM_SingleBit
57.4285741757331,61392.9405724397,0.001137146491883,2ndSCSDM_SingleBit
66.0418980837705,14976.3651666033,0.0018757891926628,2ndSCSDM_SingleBit
72.5656981202397,42689.2654249515,0.0045514174001032,2ndSCSDM_SingleBit
54.6321819666813,55223.1299132002,0.0008997324437949,2ndSCSDM_SingleBit
65.0243106840917,27932.4433949916,0.0104585658654349,2ndSCSDM_SingleBit
85.1895170415475,19511.4669948453,0.0015646049900047,2ndSCSDM_SingleBit
66.6809506697778,22417.7880293022,0.0012987805068566,2ndSCSDM_SingleBit
66.3180198189249,10653.9441873973,0.0131932972265735,2ndSCSDM_SingleBit
80.1472397868761,74846.4180361105,0.0016584040461568,2ndSCSDM_SingleBit
63.3978743300966,20124.0323718828,0.0102977430142617,2ndSCSDM_SingleBit
63.6662578943498,23133.3178673178,0.0012182261956574,2ndSCSDM_SingleBit
56.8921204299332,10632.3700633966,0.0142826305329275,2ndSCSDM_SingleBit
64.9697946381569,24633.621230167,0.0072429413280195,2ndSCSDM_SingleBit
65.5935117172586,19217.0811220956,0.0014386874852095,2ndSCSDM_SingleBit
57.7201266826192,119968.881312453,0.0044126769237079,2ndSCSDM_SingleBit
66.1834685582999,172969.20113938,0.002004052608847,2ndSCSDM_SingleBit
50.9274348626794,130762.368005938,0.0019653836605781,2ndSCSDM_SingleBit
84.4977305918793,11636.032303321,0.0040529202983138,2ndSCSDM_SingleBit
64.9681664253662,16093.7872138118,0.0006731526737952,2ndSCSDM_SingleBit
64.5533858090896,30693.3596537677,0.0191007206542547,2ndSCSDM_SingleBit
61.4275934441392,23859.5917853816,0.0006511531060679,2ndSCSDM_SingleBit
66.0185292129005,11995.266980142,0.0098358228464271,2ndSCSDM_SingleBit
54.7808036394636,42045.1766610215,0.0010834369419606,2ndSCSDM_SingleBit
63.8753718982272,16004.3241230026,0.0082229626004808,2ndSCSDM_SingleBit
80.8766726910175,27316.5130211483,0.0017919313306727,2ndSCSDM_SingleBit
58.9196343330995,25497.2842961457,0.0102135857562693,2ndSCSDM_SingleBit
66.9056334562178,20924.8052352556,0.0004505188271313,2ndSCSDM_SingleBit
61.3872039704227,55955.5520210065,0.0040528810731636,2ndSCSDM_SingleBit
66.2766718047138,116967.293855433,0.0202584168384717,2ndSCSDM_SingleBit
58.606025283562,14765.3616064369,0.0003310187000126,2ndSCSDM_SingleBit
51.8386222294474,31753.3837498321,0.0027174227748366,2ndSCSDM_SingleBit
65.6885869083404,14795.3219765438,0.000545719673939,2ndSCSDM_SingleBit
65.5274890082128,171138.227453105,0.0083089963091332,2ndSCSDM_SingleBit
50.5031993244007,38633.3406991778,0.0023201688631992,2ndSCSDM_SingleBit
64.4053645332981,17102.8408952862,0.0034949577539558,2ndSCSDM_SingleBit
102.900062099729,11826.2644211232,0.0104684304393171,2ndSCSDM_SingleBit
50.366917507495,21137.9609430363,0.0002534440810605,2ndSCSDM_SingleBit
64.910915327306,58182.1280265228,0.0178427165987408,2ndSCSDM_SingleBit
54.745239377907,73829.3034042569,0.0004759447237665,2ndSCSDM_SingleBit
50.3713214028266,101134.777665536,0.0124208175239686,2ndSCSDM_SingleBit
103.898275384313,10600.0907635658,0.0119721670446051,2ndSCSDM_SingleBit
51.8765445493209,35624.5124894879,0.0003738990190089,2ndSCSDM_SingleBit
83.8102893466942,27875.8804933236,0.0192633428424046,2ndSCSDM_SingleBit
59.7270752036013,42451.9618258324,0.0007021870258755,2ndSCSDM_SingleBit
52.105716765062,39644.8258383945,0.0006282352381443,2ndSCSDM_SingleBit
59.6913977905292,34348.1166776952,0.0002848715733221,2ndSCSDM_SingleBit
53.7249156466442,86388.2359406373,0.0016023830773991,2ndSCSDM_SingleBit
83.2863150072925,24859.3494592603,0.0022018392610066,2ndSCSDM_SingleBit
54.0866777093189,105425.909861808,0.0007503808712784,2ndSCSDM_SingleBit
61.1138193037163,21288.4605879406,0.0058572342709545,2ndSCSDM_SingleBit
67.2218613273058,31979.4638808221,0.0012435605772771,2ndSCSDM_SingleBit
55.8669982225666,231833.904372183,0.0132902026051833,2ndSCSDM_SingleBit
