SNR,Bw,Power,Category
67.5698590789944,18267.4988886401,0.0032363871396595,2ndSCSDM_SingleBit
66.8542234961344,14915.7726171237,0.0002901607557927,2ndSCSDM_SingleBit
54.1941116463304,82746.0977625842,0.0008859036960081,2ndSCSDM_SingleBit
54.1236599910146,172969.20113938,0.0125548100107836,2ndSCSDM_SingleBit
52.6961950352416,501353.199327526,0.0100283719286892,2ndSCSDM_SingleBit
59.7010192579904,26404.6051044675,0.0002981243275071,2ndSCSDM_SingleBit
52.2005937869481,32800.1134359494,0.0003517933044134,2ndSCSDM_SingleBit
94.9557646699965,12916.4178459454,0.0087471489023585,2ndSCSDM_SingleBit
55.2036891355006,131160.564377799,0.0093618583386124,2ndSCSDM_SingleBit
61.5232786049208,30153.7626106771,0.0041768399197746,2ndSCSDM_SingleBit
52.4006955914409,162187.804771461,0.0019221888094517,2ndSCSDM_SingleBit
98.4564907031823,25317.030199484,0.0029780028525124,2ndSCSDM_SingleBit
88.0584328325388,13802.9845970649,0.0004179836129888,2ndSCSDM_SingleBit
77.0954724268239,18119.9817603351,0.000340523821045,2ndSCSDM_SingleBit
72.7468091815631,32551.7315733324,0.0011426879505308,2ndSCSDM_SingleBit
98.2569418775337,25561.9713109283,0.0028156213224531,2ndSCSDM_SingleBit
83.1789453268629,42408.9576577941,0.0139864701086539,2ndSCSDM_SingleBit
55.2414439432652,38967.6019939158,0.0005577318422931,2ndSCSDM_SingleBit
54.8662942089125,95845.4917976625,0.0004104232208753,2ndSCSDM_SingleBit
66.0259956118496,34295.9375330865,0.0007339199660448,2ndSCSDM_SingleBit
68.0472408873368,10477.2586926186,0.0030055072203733,2ndSCSDM_SingleBit
51.9456829453837,36967.0686138062,0.0003238905742112,2ndSCSDM_SingleBit
59.3982585339257,19830.4509569986,0.0037980975140075,2ndSCSDM_SingleBit
60.5928235320708,19991.8932375075,0.0028123275595162,2ndSCSDM_SingleBit
67.6131122991531,10828.1206001885,0.0080458966614097,2ndSCSDM_SingleBit
59.2837771404479,22680.6070939528,0.0075410132952831,2ndSCSDM_SingleBit
57.6723164335552,14366.7848192885,0.0005872163262251,2ndSCSDM_SingleBit
50.9812943018337,151693.577915981,0.0016285517621631,2ndSCSDM_SingleBit
90.990552784134,12567.7515237973,0.0011476621444257,2ndSCSDM_SingleBit
79.6222306415601,72384.4902895604,0.0050204312334637,2ndSCSDM_SingleBit
54.7844997431456,61424.0599811204,0.0127410021555065,2ndSCSDM_SingleBit
80.1731760013138,11168.0710395796,0.0005215895923374,2ndSCSDM_SingleBit
64.1106730912203,48455.102478173,0.0021643343985428,2ndSCSDM_SingleBit
63.2839895574648,20103.64657032,0.0006342589463486,2ndSCSDM_SingleBit
67.1000598566712,21801.5903368842,0.0011276863078721,2ndSCSDM_SingleBit
56.6096555888238,31850.0788647669,0.0134970203952351,2ndSCSDM_SingleBit
70.9650073724995,52096.8462864588,0.0120783807241089,2ndSCSDM_SingleBit
66.8548110461779,13094.3617920004,0.0013989559975732,2ndSCSDM_SingleBit
58.0788442151089,19830.4509569986,0.0047131770311078,2ndSCSDM_SingleBit
53.5986065424888,160470.958068029,0.0063196477345087,2ndSCSDM_SingleBit
95.6649184722627,27608.7669335959,0.0018917043562366,2ndSCSDM_SingleBit
57.4026806452897,11299.0019762418,0.0013849734205971,2ndSCSDM_SingleBit
51.8765445493209,35624.5124894879,0.0003738990190089,2ndSCSDM_SingleBit
54.4582356989414,134731.049786467,0.0084740634714464,2ndSCSDM_SingleBit
70.0070150697368,19570.8831363966,0.0002812504582118,2ndSCSDM_SingleBit
82.0851429142409,90557.0687248633,0.0023071759406599,2ndSCSDM_SingleBit
83.1210439447664,43607.5996578859,0.0184822509589602,2ndSCSDM_SingleBit
96.3770855834616,11431.467905842,0.0014317177181329,2ndSCSDM_SingleBit
67.3113744873424,12650.8197849003,0.0097510324807066,2ndSCSDM_SingleBit
56.2880443705953,25381.2599067636,0.0046356060784953,2ndSCSDM_SingleBit
61.5004635728147,21052.4393274713,0.0005611651393846,2ndSCSDM_SingleBit
50.1929725795663,109122.177807721,0.0037909990763994,2ndSCSDM_SingleBit
50.6375393441436,51833.5077994159,0.001075546015717,2ndSCSDM_SingleBit
63.0818869029831,22090.7439356239,0.005467670934866,2ndSCSDM_SingleBit
66.1891846867019,63288.3008284725,0.0094603820081366,2ndSCSDM_SingleBit
51.3856450262818,55279.1281006009,0.0007353615746894,2ndSCSDM_SingleBit
