SNR,OSR,Power,category
82.3928278205744,128,0.0234366489586243,0
59.5439514214176,512,0.0040765893147385,0
77.5851939032584,128,0.0065842260069388,0
59.0930843744557,512,0.0055730158848064,0
65.8337699161921,256,0.0007440920313468,0
102.920218377811,256,0.0049565197347827,0
83.6654896277807,128,0.012343530706902,0
54.096234897902,128,0.0100051607902064,0
59.2365005359368,512,0.0006912418196828,0
57.42414889501,512,0.0014629139639529,0
60.8161981459671,512,0.0051631631094272,0
58.7361162558137,512,0.00064020185388,0
63.198468352487,512,0.0281450330183289,0
56.1189317375947,256,0.0012553755074838,0
73.1917871897515,128,0.0004476671219056,0
98.8454384203361,256,0.0011853760409776,0
81.8138192176152,128,0.0056642782382601,0
77.0670420755829,128,0.0019068350962099,0
59.518375327484,512,0.0098627194108012,0
53.7564932581965,512,0.0004275119131443,0
81.4012617768582,128,0.0120029205409548,0
76.7836233674747,128,0.0006583302534937,0
58.0281974531747,256,0.000758501516095,0
85.1231252131397,128,0.0158183329099225,0
99.6144955505654,256,0.0158598037898646,0
84.5996043698666,128,0.0146532313671296,0
83.3675753802667,128,0.0009566952601126,0
56.7365144062966,512,0.0061520318895641,0
57.559167969961,512,0.0089668117340736,0
86.3209422197666,128,0.0062992035804956,0
85.1029740740995,128,0.0018688723473753,0
86.3173931551693,256,0.0022119720652438,0
61.6865887153058,128,0.0154230290910825,0
83.3858174896755,128,0.0055900756819446,0
83.4139681860044,128,0.0091808425924393,0
83.818869910331,256,0.0229509678705036,0
72.4458077779619,256,0.0014333450714627,0
99.7513358687224,256,0.008404532775839,0
84.0780033975566,128,0.0005832693414921,0
60.5191822297457,512,0.0010082547497987,0
81.6572805408094,256,0.0026295920754486,0
105.589322525205,512,0.0070351588131238,0
85.0887882286805,128,0.0307618114081824,0
52.9739211867232,512,0.0132996745391174,0
112.489804170295,512,0.0065674818171785,0
86.3414162075434,128,0.0181716411059916,0
85.7721649129063,128,0.0036894502617286,0
84.5159605454833,128,0.0012455573520691,0
71.7639373018749,512,0.001266483682878,0
53.3954156351299,512,0.0037996546056889,0
97.8154802374136,256,0.0062680318494694,0
56.0099148811021,512,0.0035789229140937,0
84.675389474821,128,0.0172916691045724,0
50.2988831799268,256,0.0308201870093324,0
78.8872800146363,128,0.008383134834888,0
56.5438982109054,512,0.0059901788274451,0
104.567649358034,512,0.0181834550827904,0
78.0169035818237,128,0.0044012639685664,0
78.5530475339307,128,0.0008660938058784,0
79.6203708332445,128,0.0305358026293353,0
59.6918301571222,512,0.002977679720847,0
55.2973261431587,512,0.0006245571845635,0
51.4224627624599,256,0.0039152862160534,0
56.1325142618889,512,0.0014554920585273,0
54.9804570787788,256,0.0015960900451417,0
59.7023098799418,512,0.0004186990410217,0
97.1279001062076,256,0.0173317498216265,0
94.6552619709104,256,0.0096990726964505,0
81.6986822387954,128,0.0285446034380217,0
57.4500644576423,512,0.0297210205672288,0
82.2637754086408,128,0.0017695714057033,0
50.1547282783417,256,0.0003872352158032,0
57.8268304726614,512,0.0055148731930275,0
58.6457435947695,512,0.0010263887480038,0
62.7432489413985,256,0.001081923862614,0
53.4932737500736,512,0.0046025345108828,0
76.8426731936061,128,0.0157799484323776,0
108.35328229172,512,0.0041402254721619,0
56.5717720173604,512,0.0005718997035814,0
108.42680924783,512,0.0151681944508489,0
84.5775788977243,128,0.010721028955726,0
80.1945554422954,128,0.0213039411544864,0
62.9235218616826,256,0.001239140269752,0
84.9983468064254,128,0.0036400614697827,0
56.560423660028,512,0.0031495005652745,0
81.7574666948263,128,0.0032682567316521,0
87.326311475894,256,0.001434546984198,0
70.7436534132016,128,0.0006383093969206,0
80.2149532663474,128,0.0016865607444291,0
60.0071399164518,512,0.0063720108198048,0
66.6740615650272,128,0.0004687396641964,0
82.0239400107709,256,0.0054725197760448,0
61.8660333594582,512,0.0003588628281446,0
71.4299416133184,128,0.0086085920071344,0
61.2234996033142,512,0.0006232174829296,0
89.9551261875354,256,0.004304641852103,0
60.4211197268114,512,0.0014675386644137,0
98.869172120046,256,0.0165230576822448,0
77.7403109979342,128,0.000428126084583,0
83.9443804623964,128,0.0011397081324944,0
56.8993624660781,512,0.0025082814216073,0
62.7724376537787,512,0.0057272432073347,0
53.5619193198326,512,0.0056098763252998,0
52.0513670585754,512,0.0016933203105488,0
78.2545299574187,128,0.0006978607064646,0
56.1058430543285,512,0.0003712246815481,0
100.433022005337,256,0.0036062152105708,0
65.4693375118303,256,0.0008710969034432,0
96.2875853556729,256,0.0260871916882592,0
51.513431960161,512,0.006222278554736,0
50.1719336684914,128,0.0004603832922572,0
57.9821442630734,512,0.0011314703233603,0
85.2475606528534,128,0.0031433911684441,0
63.7171316560983,512,0.0006806237839542,0
81.9614264441325,128,0.0012824610235996,0
102.966749837021,256,0.0024932921707436,0
78.6756916032493,128,0.0009443624325158,0
94.657669319019,256,0.004259543546368,0
69.5486807865295,512,0.0122975307955276,0
83.9626366190429,128,0.0054889627037318,0
80.5519747768822,128,0.0238229327742307,0
51.1518073382944,256,0.0003568511798947,0
83.2511338591749,128,0.0020424367945036,0
58.951651750486,128,0.0108121958124054,0
108.026683641919,512,0.0202964228482467,0
76.752508952324,128,0.0006858696959187,0
84.8410575464314,128,0.006435505086335,0
94.6270777479458,256,0.0069385012752844,0
93.1167789941544,256,0.0060814694485785,0
80.0290238038572,128,0.0195731755901033,0
82.1649237285774,512,0.0017715826095907,0
56.2910253864733,512,0.0005411999765769,0
62.8645063672268,512,0.0026466171877363,0
57.952043399877,512,0.0110328161577804,0
64.9430385339999,128,0.0019166036573481,0
75.7495822044452,128,0.0008938362633907,0
100.879732915336,256,0.0048877471233516,0
78.7470515451072,128,0.0230549403718745,0
81.8746699133753,128,0.002480882726056,0
91.9149387965429,512,0.0044032270939766,0
74.6420574375363,128,0.000952499252359,0
83.3611773668361,128,0.001722308477694,0
53.9875889755017,128,0.0004045272037084,0
83.7190929112616,128,0.0149886199471302,0
93.1718957424762,256,0.0123262916695398,0
95.2831038876053,256,0.0059999314457526,0
54.2017286579688,512,0.004121856359448,0
64.2758927628015,128,0.0076912553875888,0
59.8395193577028,512,0.0106663190464892,0
103.273469809949,512,0.0042581571858873,0
101.912726696534,256,0.0199693463342524,0
70.2497126564377,512,0.0027787915069561,0
55.0955224963588,256,0.0043756902862012,0
84.3128795813295,128,0.0041913257801401,0
101.688563628985,256,0.0027646056194777,0
50.6356921485305,256,0.0004773273050892,0
84.2855565908477,128,0.0148635550951036,0
101.352604846434,256,0.0187676186160118,0
50.6235676169298,256,0.0053820902122345,0
86.4485443600741,128,0.0061113461391414,0
78.8522329595857,128,0.0008308626376729,0
