SNR,Bw,Power,OSR,fs,Adc1,gm1,Io1,Adc2,gm2,Io2,Adc3,gm3,Io3,Adc4,gm4,Io4
120.058410567741,10000,0.00658846609008878,4,80000,395.559072903812,0.000474455447735764,0.00233040361234097,326.552041602686,0.000391684594592286,0.00192385438610144,172.168299663791,0.000206508188785125,0.00101431531963537,110.948409462316,0.000133077663724362,0.000653643392114376
54.1573539696558,10000,0.00055457679203898,16,320000,199.497285197818,0.000387209591011336,0.000183724008126968,124.625516290692,0.000241888981820706,0.000114771984717059,100,0.000150972406104126,0.0001,100,0.000105785267274259,0.0001
122.672416490101,23269.1816877636,0.00057549213539847,4,186153.453502109,163.155430441622,0.000104875304958031,0.000166229064695387,135.018022220114,0.0001,0.000137561584618546,111.406892476575,0.0001,0.000113505652167838,100,0.0001,0.0001
51.0972928689187,23269.1816877636,0.000632474700404674,16,744613.814008436,785.13018669631,0.000124995586453567,0.000171785183959951,762.783916351561,0.000121437978792925,0.000166895857034255,593.402773553706,0.0001,0.000129835543639209,428.671656586704,0.0001,0.0001
122.359251513074,54145.4816418154,0.00130723036894578,4,433163.853134523,174.777916922817,0.00161040817923965,0.000454598951282998,165.516064350126,0.00152506923367619,0.000430508788517514,100,0.000563592368606607,0.000159095379061371,100,0.000463481980965743,0.000130835415021969
58.6816232654262,54145.4816418154,0.00641859056616266,16,1732655.41253809,113.176013469552,0.0011277294750873,0.00203059842591928,100,0.000945335255463207,0.00170217798161301,100,0.000665454014794005,0.0011982216522786,100,0.000465688072841985,0.000838521550222956
127.040703347372,125992.104989487,0.00409924730325215,4,1007936.8399159,103.105824731843,0.0025972094275012,0.00146680189683849,100,0.00191839220422953,0.00108343258508472,100,0.00141197697613094,0.000797429150283713,100,0.000596806799609851,0.000337053044873654
51.2737362511856,125992.104989487,0.00838973782742466,16,4031747.3596636,789.207767466609,0.00365387851386941,0.00302040135185733,542.884765532551,0.00251345090869287,0.00207769100522271,443.054443938314,0.00205125593020606,0.00169562730700607,195.346788128263,0.000904417646808654,0.000747617708879884
127.59756092609,293173.318222417,0.00616556445182759,4,2345386.54577934,123.985391228789,0.00242696756775893,0.00295063223987866,100,0.00073809219274532,0.000897349700444533,100,0.000728735224550561,0.000885973787395778,100,0.000664702418254338,0.000808124678418188
55.0750852982937,293173.318222417,0.023991297692777,16,9381546.18311735,202.939646521059,0.00129819421627731,0.00873367547011409,147.021360016683,0.000940487886496227,0.00632718577947888,109.280464556179,0.000699061368593679,0.00470297514072949,100,0.000267760651160504,0.00180137501891529
127.225180969917,682190.320772197,0.000504727074338003,4,5457522.56617757,126.377393416239,0.00013279488100365,0.000148754139397093,100,0.0001,0.00010493311843482,100,0.0001,0.0001,100,0.0001,0.0001
95.5926523486185,682190.320772197,0.0011589830330517,8,10915045.1323551,989.440601665943,0.00363371668439046,0.000540596503774479,331.067853141615,0.00121584537727731,0.000180884151730925,310.310141246345,0.00113961276269023,0.000169542847909304,275.930519063331,0.00101335373661113,0.000150758998204802
127.083796304821,1587401.0519682,0.00481127411771577,4,12699208.4157456,115.357336847495,0.00303744273561494,0.00156994078052313,100,0.00231628876707836,0.00119720321053814,100,0.00195790628873786,0.00101196868375198,100,0.00105565391058963,0.000545628105155981
98.522936914965,1587401.0519682,0.0108068463119587,8,25398416.8314912,198.72109514637,0.000162041585518393,0.0037907739479899,185.017353729529,0.000150867251031742,0.00352936342227451,100,0.0001,0.00140116358483148,100,0.0001,0.000992718201720948
66.6150882636722,1587401.0519682,0.00173112356568921,16,50796833.6629825,111.263127889328,0.000180209117364016,0.000543633031494573,100,0.000137927043959909,0.000416081595258858,100,0.000116456749372229,0.000351312611843858,100,0.0001,0.000245038887864924
119.629251062414,3693752.34895952,0.00049956855049855,4,29550018.7916761,577.332341271287,0.000934240772834433,0.000149050382470607,298.734531967317,0.00048341303624689,0.0001,234.531911121725,0.000379520179690987,0.0001,194.183203373483,0.000314227790516006,0.0001
96.2590012000529,3693752.34895952,0.00984035515366515,8,59100037.5833523,427.631805926393,0.00603880990015079,0.00349838686866547,319.559350418964,0.00451266286148968,0.00261426353178556,223.185600700935,0.00315171929778276,0.00182584542109985,110.840374739913,0.00156523425769463,0.000906767237923404
58.0469497300505,3693752.34895952,0.000919213742915799,16,118200075.166705,122.996187757391,0.0039620555258674,0.000257839258130357,121.307223923657,0.0039076492177334,0.000254298650979525,100,0.00275972047969586,0.000179594727152682,100,0.00206719133002638,0.000134526907931412
164.694589626808,8595059.45175427,0.0044960400910079,4,68760475.6140341,598.743120636285,0.000126667083837813,0.00126927890978046,537.006057372534,0.000113606301176929,0.00113840216205401,482.880306468169,0.000102155729485514,0.00102366067821712,287.768754430951,0.0001,0.000610042601416177
159.069456350121,8595059.45175427,0.000896690220107216,8,137520951.228068,803.775462911111,0.000139884823173576,0.000287016262004189,601.568517894741,0.000104693797752572,0.000214811169676926,501.960544055637,0.0001,0.000179242643843148,349.898655999361,0.0001,0.000124943605470988
118.203281498064,8595059.45175427,0.00644261486860953,16,275041902.456137,341.799916089352,0.000150333206014405,0.00192256592528045,295.977778084342,0.000130179342340176,0.00166482425535886,231.737661174877,0.000101924734087974,0.00130348461192289,160.04749097696,0.0001,0.000900239696075572
127.053099642912,20000000,0.00263039548736374,4,160000000,128.574312873068,0.00395095177024814,0.00093102371787673,100,0.00222072739670117,0.000523304256163466,100,0.00212607242747288,0.000500999245499949,100,0.00173596926256201,0.000409073218539618
202.988745979256,20000000,0.000657641564298991,8,320000000,669.58984396828,0.00769159270995695,0.000201229222982231,531.678637241441,0.00610740375930767,0.000159783306171853,432.993861533638,0.00497380965202633,0.000130125955609054,326.548959466486,0.00375107480900716,0.0001
