SNR,OSR,Adc,gm,Io,Vn
83.5996567204045,128,521.236328929223,0.000184443305830423,0.000607397644727383,3.19316988305549e-09
-88.5338682425541,512,11.9779312013766,0.000261549665458879,0.00475512832203416,4.7099462108636e-10
12.9191203828411,256,14.3645993619126,0.000673391094369687,0.000104816696166551,3.35450590474931e-09
-132.284265346926,128,16.0688684005731,1.60431739584682e-05,0.000304407286823348,8.56940875505982e-10
-105.357009516865,256,16.2767405250817,0.000135979966757315,0.000237242156449523,1.40458133541348e-08
-4.79214005642104,128,227.370419936681,1.00795770786025e-05,0.000180524356499686,5.79949785937459e-08
57.8258823332907,256,119.75591611208,0.000616660169364669,0.000300162151329944,2.93735454510384e-08
49.973332979467,256,527.500506749768,3.55698273989426e-05,0.000450769796879221,1.14323373699593e-09
85.6031336803788,128,803.578218734052,0.000599883549785473,0.00132841655711217,1.69444196377382e-08
-3.35269815379763,128,107.109693110086,1.0730519103357e-05,0.000164915330372521,3.3148130261305e-11
-88.5194320605265,512,10.3171598530758,7.77958576725896e-05,0.00198547376102238,1.40686563297852e-10
38.5296110316563,128,55.7860777367364,7.41526491778108e-05,0.00129779703297327,2.74744180769435e-08
83.0865988607512,128,938.144387833397,0.000400194101702503,0.000464243054867161,7.14348473734595e-10
24.3558894718239,512,496.82618685621,1.12657859949535e-05,0.00256722083509986,3.72722293006982e-08
53.3699007299886,512,213.669376379724,2.67054816881392e-05,0.00239776601207528,3.45983575933965e-10
51.7195592863016,256,175.880733409983,5.22743042696289e-05,0.00321116913166124,1.64245479384821e-09
-105.36521229049,256,18.8168925013812,2.93456174853557e-05,0.0019788347998878,1.72182067829264e-10
112.679487749943,512,359.631421739071,0.000731288893742728,0.000922948539395018,6.09862491718566e-11
73.3399635931003,128,979.741699976874,0.00014984793482314,0.000163145668521093,1.1321511965013e-10
-88.519910517434,512,24.5533337466846,3.94799341429113e-05,0.00258084315525055,3.49561114986539e-09
87.6827323900632,512,19.2439908450695,0.000864075331730419,0.000957254706218021,6.33442685519801e-09
95.0758464391871,256,160.631824353709,0.000573393185890923,0.00177617492193406,9.56451520996186e-08
51.9766506525436,256,385.032781094195,5.50738505258893e-05,0.000493700290615711,6.68887578270034e-10
-105.368858820592,256,56.3617216965775,1.21393876590731e-05,0.00788734968096671,1.40902484962655e-08
51.0588019485977,256,928.282431550843,5.91452579235927e-05,0.00112801631307153,4.63421501520562e-09
59.1931333835782,512,304.701653776155,0.000238139219513517,0.000371550829179413,1.73927594344538e-10
54.6758949947781,512,392.705527783471,2.03663921345382e-05,0.00123186115773855,6.55194948050131e-11
55.0560973168425,512,210.225846248744,3.46775515047062e-05,0.00915723172524035,1.76152680396365e-10
46.4044893268622,256,160.062759346587,2.53712263061802e-05,0.000451380322706633,1.26405232170789e-08
-105.366643203448,256,39.2273484678225,2.18893032412781e-05,0.000534144393445789,1.51976997208786e-10
-132.167791211164,128,29.1954748863818,1.24333526656784e-05,0.000199121888679066,8.81001528072249e-11
51.4059393056774,256,171.621462403705,0.000181865314546327,0.000168655973502941,5.34904417674837e-11
-88.5357982025748,512,50.4813093850336,2.24576171887985e-05,0.0021760831645171,3.61699949964397e-11
-129.730119060606,128,46.4311826772423,1.75212290468501e-05,0.000636945217398311,1.05320445362379e-08
95.8011305197032,256,24.2811652115506,0.000759850161595429,0.00539728519718965,9.48742971792052e-10
-105.367337615122,256,62.9802946502204,1.50908042077075e-05,0.00109984318825687,3.83956483640027e-11
49.5208373376249,128,25.7100122834083,0.000107244827072624,0.00272656740310278,1.44728088507096e-08
36.1124389827045,128,86.8601611060856,3.07186772443803e-05,0.00122055025085605,1.53937940234933e-09
95.0789027260859,256,486.399189955895,0.000294163506122594,0.00291396133129632,3.41702269292987e-09
54.187045203416,256,63.4432194664312,0.000550646381699558,0.000263336437711462,4.42982579808027e-11
59.0584866125866,512,298.11940013464,3.76306082742935e-05,0.000239007302503835,5.30593096662183e-08
104.13388826768,512,539.350860307293,0.000583026715170005,0.00444477624249814,5.57649965853912e-08
49.6196283207921,256,319.239447056173,9.30014519267529e-05,0.000862885149280168,1.09352546320538e-09
-1.09045462510693,128,98.5068571947879,1.38522226874878e-05,0.000170635833648533,3.81059363368149e-10
85.0974635349375,128,906.76307303328,0.000315718684456564,0.00154051739501664,5.06048214056896e-08
86.4438245179975,128,231.063463835876,0.000334187887580659,0.00179421846171499,1.72804096796692e-11
-88.5615073326849,512,33.6182513648689,5.93321515293517e-05,0.00117827484565412,3.69736089085321e-08
56.8480643440287,256,856.976444146651,0.000169951054332948,0.00154112274458813,8.51752627957211e-10
49.4651522192731,256,172.464098586535,0.000366618980340601,0.000185220128665437,4.1398488929151e-09
55.903445594721,256,929.607611194635,0.000170004416784218,0.000235914892876989,4.38942105712237e-08
