SNR,Bw,Power,OSR,fs,Adc,gm,Io,Vn
55.2727830525222,79312.0342102972,0.000501495013767767,64,10151940.378918,41.5101526631282,0.000277397082998049,0.000238807149413222,3.28671540530006e-08
63.4426485405501,17999.8775811391,0.002631790359056,64,2303984.3303858,11.1907301398001,0.000190279301016239,0.00125323350431238,4.82700954920314e-09
74.4738257839092,17999.8775811391,0.0111947416264294,256,9215937.32154321,426.86588639181,0.000189158509094066,0.00533082934591874,2.08785272868441e-10
99.892394291486,37029.7095105652,0.00586055629324228,256,18959211.2694094,452.096843547688,0.000820337382647822,0.00279074109202013,3.28352847530119e-08
66.5365173099937,13966.6318280169,0.00116074119657899,64,1787728.87398616,558.122561213579,0.000467170249468711,0.000552733903132853,9.01505015899025e-10
82.1296220081773,13966.6318280169,0.016634715688199,128,3575457.74797232,22.676753533137,0.000246350855727278,0.00792129318485666,5.71602226595346e-10
76.3784530336502,13966.6318280169,0.005612541269983,256,7150915.49594464,10.6560937227552,0.000226449114358656,0.00267263869999191,2.09213416342999e-09
52.9613757806101,253296.853241328,0.00688556604797756,256,129687988.85956,980.504245122897,0.000642246286233828,0.00327884097522741,8.78149200507358e-10
58.8252180841534,11211.5966648063,0.00481144302110616,64,1435084.3730952,848.052632477532,3.59139522339722e-05,0.00229116334338389,9.99917981350055e-11
55.0089713397443,104956.342646234,0.00806514591651865,256,53737647.4348719,452.360158423575,0.000754453411085406,0.00384054567453269,2.90327105494366e-11
55.1346725771398,209084.670119243,0.0021812613933386,64,26762837.7752631,228.3344503243,0.000607324444862364,0.00103869590158981,4.48932562034192e-09
57.7791189689105,244344.78613417,0.00655178928831427,64,31276132.6251738,15.6720090098692,0.000774019026611356,0.00311989966110204,4.34264066347928e-09
58.7021844792777,42501.029159097,0.00410543565359611,256,21760526.9294576,824.591449571535,0.000375252727949238,0.00195496935885529,5.65521064570614e-10
69.73830768241,65768.0741167091,0.0169582717723471,128,16836626.9738775,143.425931125795,0.000379080456580964,0.00807536751064145,1.13066032546332e-11
67.1910029998779,65768.0741167091,0.0062467768089857,256,33673253.9477551,649.45761683527,0.00063014439065432,0.00297465562332653,4.69507637584349e-08
60.183121171873,10457.3500584502,0.00830054094092921,64,1338540.80748162,65.5965426026975,3.83949198389428e-05,0.00395263854329962,8.10685371209359e-09
79.5414234708404,10457.3500584502,0.000304004554659792,128,2677081.61496324,80.0998153113916,8.84188864985647e-05,0.00014476407364752,1.2071620439574e-08
52.4631837832063,48136.4719756519,0.00426285390920205,256,24645873.6515338,408.206909438604,0.00028961223142575,0.00202993043295336,1.8372737583778e-10
66.0694637577685,25863.4195657037,0.000958459226166355,64,3310517.70441007,76.6929980059593,0.000167488471366998,0.000456409155317312,1.2828676819365e-10
64.6624567067792,12832.2662935067,0.000323072635176646,256,6570120.34227545,941.738497827145,0.000244325533951333,0.000153844111988879,4.07323658935527e-09
60.9947829851157,23850.2445441144,0.0175649226385187,64,3052831.30164664,11.3107012079742,0.000129704475266293,0.0083642488754851,2.38375358470666e-08
71.5145753966237,44745.8819178853,0.00185696673423503,256,22909891.5419573,14.4999948604457,0.000886269786002133,0.000884269873445253,7.86888409558062e-08
65.5831161599348,26276.3821285026,0.00327288701463753,64,3363376.91244834,23.3969916059919,0.00080148866103614,0.00155851762601787,1.82296886597876e-11
67.5551141351928,69340.2030858934,0.00351835744200756,64,8875545.99499435,191.953629987868,0.000757075537625157,0.00167540830571788,3.58919786352217e-08
51.7848306542453,69340.2030858934,0.0193339812917848,256,35502183.9799774,462.429251896526,0.000132185430680316,0.00920665775799275,4.688509470169e-10
74.77811588717,43794.5491606566,0.000656666165800162,128,11211404.5851281,170.057768112804,0.000269909922194749,0.000312698174190553,3.28055287149454e-08
50.8515300803426,149081.406855286,0.00973786523092005,256,76329680.3099063,113.99513879588,0.000781839115646817,0.0046370786813905,9.40498716690552e-10
67.1817634733384,43576.0077873877,0.00433034175469466,64,5577728.99678563,61.443906959639,0.000342300968183949,0.00206206750223555,1.57067646474951e-10
68.9510986286934,29533.0611769787,0.00814797909500015,128,7560463.66130654,507.896653417887,0.000167655570119773,0.00387999004523817,4.6311819959214e-11
66.6746475786805,43870.7679159072,0.00757258503271383,64,5615458.29323612,189.665009267862,0.000304905057616367,0.00360599287272087,2.57564232371454e-11
66.1040558536761,34615.8453225023,0.0108273964735154,64,4430828.20128029,147.152615528333,0.000198347433516293,0.00515590308262638,1.72837359489163e-09
53.9129601218637,92264.0618006252,0.00843651223314006,256,47239199.6419201,536.556293843275,0.00050483828140555,0.00401738677768574,8.8573562519707e-09
79.5389940846107,35843.7043872919,0.0159451224065844,128,9175988.32314671,14.864414970436,0.000764571965552048,0.00759291543170687,1.98248365065921e-11
51.0557719903575,35843.7043872919,0.000995954386032197,256,18351976.6462934,107.985128108862,0.000104100088015095,0.000474263993348665,1.12686544440123e-09
60.1111035926046,156728.249400985,0.00181215034784107,128,40122431.8466523,137.118459550991,0.000895742284192361,0.000862928737067175,4.97994980412912e-11
55.8509146822254,284211.219220267,0.0017816957965342,64,36379036.0601942,485.171534507355,0.000842999573799559,0.000848426569778192,3.24474068299786e-11
67.2278838889818,17251.6606068436,0.000307509782736856,64,2208212.55767598,540.209752523176,0.000352698763969697,0.000146433229874693,1.51019458764433e-08
67.9330965735615,17251.6606068436,0.0175484518852058,128,4416425.11535197,92.0628723665617,9.73761193668489e-05,0.00835640565962179,1.91402787893032e-10
83.5152041872619,14044.0213889229,0.0123309821736179,128,3595269.47556426,28.5602540984419,0.000227253754325993,0.00587189627315138,2.83813663697598e-10
65.7946150605793,26845.8479510395,0.0026994367160653,64,3436268.53773306,59.0480843909642,0.000844622249657625,0.00128544605526919,4.39839312460856e-08
85.0636590891656,26845.8479510395,0.00456038782524419,128,6872537.07546611,156.498386503925,0.000364943511408249,0.00217161325011628,7.62050196223028e-09
