SNR,OSR,Adc,gm,Io,Vn
-2.55599475074217,4,272.232019072634,8.49960605472737e-05,0.000945847783640442,1.56462113694889e-11
9.4742314415669,8,18.486876308463,0.000173290040185284,0.00171870480768954,4.75299391366004e-11
26.3220463319062,16,77.9072722990634,0.000170082174761191,0.000267642544144517,1.080899288584e-10
-6.16105599223966,32,104.129662895604,1.75892694985999e-05,0.00195576794657791,6.18928142253302e-11
-79.140432037911,64,115.074893501028,1.76842667280292e-05,0.000577144528226849,2.64711163385555e-09
-5.4682122118107,4,524.124048718622,3.7061072457374e-05,0.000161222510805894,1.97158080608519e-08
16.0993547152551,8,226.699113293773,0.000296118549687187,0.000568883106938705,1.74767168757659e-08
-9.84524388900024,4,408.955937155974,6.64685501757186e-05,0.000335522473676649,1.61788654822523e-08
4.8049489375755,8,115.474406532405,0.000454950121578996,0.000303788427118591,6.79913251463772e-09
23.9153546634874,16,816.190766311354,0.000741699919881867,0.00176135988375523,2.73849162580487e-08
-61.8819323546686,32,13.5942073295365,6.28251184851799e-05,0.00111136195171191,1.33149049954133e-08
-44.8352658085515,64,121.069864094399,1.27181153692588e-05,0.000670618442984726,6.53412448502034e-11
7.64367757477366,4,36.5864849821672,0.000138794483309412,0.000272636545972033,9.4053075140451e-08
-8.37030982808039,8,91.5800070724683,0.00031285273166725,0.0052132341829008,2.3686348394376e-11
-36.8918073201642,16,234.275871812633,4.3700571465524e-05,0.00527249900676822,4.00381659805205e-09
-2.07518965868283,32,26.092565214389,9.67985021838457e-05,0.000369724323637737,7.25614753620604e-11
-55.7402558739772,4,164.559127933669,2.77527171176531e-05,0.00170131878744455,9.45131871471359e-11
-7.17789780045094,8,44.9109606488078,0.000756044720973095,0.00362225485914237,2.28428990404167e-10
-8.48644739358565,16,577.689407929731,9.21744550602156e-05,0.0081225916967559,6.186561891162e-11
-2.12510376733357,4,18.4837134338115,0.000120224276927241,0.00690568067737635,1.06496051643738e-09
7.62889199150649,8,16.0256472786774,2.76766931904574e-05,0.000588344106046809,6.35377645517662e-08
-8.6999850525785,16,828.388013687307,1.55557159279736e-05,0.000211488147367723,3.78816487816557e-10
-154.723854294624,32,20.2210637957535,1.31926133082716e-05,0.00392195710620935,2.17700467302687e-09
61.4090546547043,64,20.1872035547908,0.000435529673689409,0.000168901831642383,2.6677736817192e-09
-40.7926753862029,4,20.4694029846271,0.000349105434462463,0.000207801461336502,7.22056976272874e-09
-16.6930990089403,8,15.1056287147678,2.46258631694736e-05,0.000514820974701337,4.03780568495912e-10
-3.01039524986206,4,81.0679372770141,0.000616930595953271,0.0049604049109509,2.72122271650347e-08
9.17795652930375,8,217.666395552448,0.000233668565516611,0.0014640718619035,4.80772843636569e-08
29.9449269385914,16,459.836418496716,0.00020591736040235,0.00148715190061989,1.00775638386556e-08
48.655350396349,32,380.601305676134,0.000956670545731974,0.00710683083358173,1.38792762765185e-10
-7.19605234932668,64,266.331071038296,1.16784064519928e-05,0.00141304676593057,1.5390869349856e-08
-6.72255739185324,4,88.1444576848934,7.05515469640215e-05,0.000104701954758471,3.7244600525183e-11
-8.75758120053523,8,261.322199429623,9.5492078330023e-05,0.00415675637617679,1.04279937555313e-09
-9.42547645523247,16,824.363894029036,0.000146895651912622,0.00165050452446303,2.7717356383664e-09
-3.72070481524873,32,102.695431631308,1.46736952485196e-05,0.000911648371994465,6.53411752227521e-09
-7.37621203222225,4,40.7479937276228,0.000209078444296917,0.000344255047452285,3.41475637181939e-10
-45.4954984679181,8,379.858953644686,1.27236127174961e-05,0.00032824095535816,8.21738710754768e-09
-43.6563765082004,16,29.7011952784643,0.000129915529661341,0.000916260726439789,3.54110431155277e-08
-11.203134887678,32,29.4174935257875,0.000265491424833379,0.000284893780283226,1.67260459317339e-11
