SNR,Bw,Power,OSR,Adc1,gm1,Io1,Adc2,gm2,Io2,fs
64.4209226487238,10000,0.000318236466249057,32,499.316602900013,0.000241757625764412,0.000103082348808626,271.566812834234,0.000131486410677916,0.0001,640000
89.2898462210006,10000,0.00122587943116866,64,221.528176167105,0.00199451243042035,0.000559215418737606,120.484078448976,0.00108476942433252,0.000304144400711513,1280000
60.9218596392197,10000,0.000318238523042202,128,162.566722381267,0.000710533172797235,0.00010308430765924,100,0.000386442645866074,0.0001,2560000
116.493167526714,10000,0.00218355314555976,256,510.81257261355,0.00253048734071476,0.000996082123236161,277.81920628042,0.00137627384718247,0.000541746150553236,5120000
92.7101041924706,10000,0.0117210302568096,512,113.468715214574,0.000134958320148472,0.00534683972701074,100,0.0001,0.00290802311592779,10240000
64.0172970935543,10015.216411116,0.00035558078334992,32,200.4352468645,0.00175071038849707,0.000138648365095162,109.012119473894,0.000952171102740474,0.0001,640973.850311426
89.5082289653252,10015.216411116,0.000662611185018546,64,486.725660395948,0.00695263722402727,0.000302266586639046,264.718888878674,0.00378137943091756,0.000164395842403594,1281947.70062285
104.382278320561,10015.216411116,0.000533373175787933,128,218.614155849827,0.000931392675805327,0.00024331145156527,118.899209839558,0.000506563048367633,0.000132331500783047,2563895.4012457
108.594387458289,10015.216411116,0.0217783912956007,256,261.271692997115,0.00819933365718461,0.00993475532597066,142.099662897128,0.00445942893890106,0.00540328485872928,5127790.8024914
113.313105352396,10015.216411116,0.0183110305465049,512,370.226242998564,0.00122567478154618,0.00835303240614695,201.357535989737,0.000666616315304951,0.00454302215240506,10255581.6049828
64.1427799506674,10030.4559761488,0.0200326424452845,32,597.192863321032,0.00841490697354715,0.00913838853041265,324.799459095733,0.00457667430610229,0.00497015928016724,641949.182473522
88.0978062584832,10030.4559761488,0.00133347217928332,64,148.057502342251,0.00123094930251924,0.000608296529130906,100,0.000669485005914398,0.000330838487474222,1283898.36494704
106.48424816928,10030.4559761488,0.000678378090586181,128,322.036538854048,0.000429043328878562,0.000309459053104362,175.148264577684,0.000233346795829805,0.000168307659441239,2567796.72989409
107.410005176533,10030.4559761488,0.00958923076951988,256,224.449221319475,0.00407354198818522,0.00437436632331487,122.072767704584,0.00221550576979194,0.0023791172047806,5135593.45978817
106.399994375612,10030.4559761488,0.0127316800342241,512,209.131214304443,0.00568102473534922,0.00580787278140756,113.741656101476,0.00308977865356537,0.00315876838749819,10271186.9195763
64.8174739655506,10045.7187303302,0.00525708865226376,32,623.725258183376,0.00021186558072556,0.00239815185512474,339.229818246175,0.000115228815089963,0.00130429962113466,642925.998741133
89.8295417118286,10045.7187303302,0.0113094448438978,64,522.65495276461,0.00705948513493756,0.00515908479518325,284.260004393915,0.00383949155147469,0.00280590752807398,1285851.99748227
105.851480359814,10045.7187303302,0.000352554308935782,128,372.240239734458,0.00190799964093466,0.000135766008510269,202.452902479553,0.00103771710848006,0.0001,2571703.99496453
96.9460070496718,10045.7187303302,0.000724338274979336,256,601.769774781234,0.00110743597765492,0.000330424935316917,327.288735940629,0.000602308950119036,0.00017971052042694,5143407.98992906
108.411221061613,10045.7187303302,0.0199721854765965,512,243.4838768007,0.00717591368778532,0.00911080957917089,132.425278901712,0.00390281436276543,0.00495515972307954,10286815.9798581
64.3457865506086,10061.0047089459,0.000374454729124081,32,684.853707470362,0.000295052023898808,0.000156623551546744,372.476175467127,0.000160472007710376,0.0001,643904.301372535
89.4041236947528,10061.0047089459,0.00389624347363801,64,344.012517898475,0.00199976850410087,0.00177736845093893,187.100493991537,0.00108762808188396,0.000966669809596256,1287808.60274507
99.6291148283397,10061.0047089459,0.00127955879820984,128,147.257680865465,0.00425690053803728,0.000583702598271147,100,0.00231523026663428,0.000317462414297685,2575617.20549014
78.5555137121624,10061.0047089459,0.000391534139506707,256,309.182973118888,0.000651405200718053,0.000172889656673054,168.157505888749,0.000354284302174646,0.0001,5151234.41098028
100.062424503897,10061.0047089459,0.00307940895148957,512,989.96149476324,0.00151402701924406,0.00140474904993707,538.41728154051,0.000823444463438679,0.000764010690026502,10302468.8219606
64.6662109813336,10076.313947335,0.00160144254632661,32,508.682353163246,0.00993869195744734,0.000730537882730033,276.660628930105,0.00540542590202169,0.000397322747361941,644884.092629443
87.8382797876243,10076.313947335,0.00450492031938284,64,270.266027610434,0.000120235946661947,0.00205503154611346,146.991474565952,0.0001,0.00111768437903034,1289768.18525889
98.7041429587866,10076.313947335,0.00850600096978927,128,129.161637150421,0.000338451420369968,0.00388022408498078,100,0.000184075940986679,0.00211036460979022,2579536.37051777
93.9180062619336,10076.313947335,0.000522460890005419,256,985.461305203764,0.000202182351585168,0.000238333540762545,535.969731972322,0.000109962329536856,0.000129624129621308,5159072.74103554
54.5712831789838,10076.313947335,0.000763922580181817,512,698.101511913027,0.00171567869619398,0.000348482301519839,379.681351519056,0.000933118171250341,0.000189531506469517,10318145.4820711
64.4250097965431,10091.6464808907,0.00296550137559365,32,432.43521652564,0.00146993548014269,0.00135278727365431,235.191565485889,0.000799464089709521,0.0007357498753603,645865.374777006
88.1511996025644,10091.6464808907,0.00602237041918996,64,126.678312193346,0.000553754858306246,0.0027472541835127,100,0.000301174527520795,0.00149416834595315,1291730.74955401
100.745082059648,10091.6464808907,0.0157495187209611,128,156.618943774922,0.000380926057902582,0.00718453502238938,100,0.000207176919151691,0.00390750330831061,2583461.49910802
100.659663297393,10091.6464808907,0.00104755313085145,256,730.478787933592,0.00109331599109932,0.000477867437714097,397.290607061716,0.000594629414281662,0.000259901105357928,5166922.99821605
64.4846271314401,10107.0023450598,0.00349907500211537,32,246.329883702704,0.000280013222211813,0.00159619016581168,133.973156579307,0.000152292749461675,0.000868131108577669,646848.150083827
89.1589564739882,10107.0023450598,0.00557913540047571,64,268.127976918182,0.000195595676813271,0.00254506149613466,145.828637983309,0.000106379988664169,0.00138420039501634,1293696.30016765
104.484376158925,10107.0023450598,0.0035807350137328,128,219.114579021516,0.00683419641263261,0.00163344141289984,119.171378489699,0.00371696219849802,0.000888391204851414,2587392.60033531
108.653853873945,10107.0023450598,0.0177388425389494,256,806.809970385096,0.000125464900513827,0.00809201460284082,438.805381090518,0.0001,0.00440106057426977,5174785.20067062
119.582336728722,10107.0023450598,0.00525674225405933,512,664.77010025114,0.00158244272656185,0.00239799383696079,361.553163552318,0.000860654192648929,0.00130421367869072,10349570.4013412
64.1923569410107,10122.3815753431,0.000367698380497536,32,248.699010708373,0.00023880507750236,0.000150188933807177,135.26167025258,0.000129880587605725,0.0001,647832.420821959
87.270494258088,10122.3815753431,0.00216797646592771,64,116.061468117248,0.000735863534548215,0.000988976433066717,100,0.000400219246861714,0.000537881529146505,1295664.84164392
