SNR,Bw,Power,OSR,fs,Adc,gm,Io,Vn
66.8690184095105,10000,0.00250830534886392,64,1280000,45.700299101806,9.18748950838305e-05,0.00119443111850663,3.62944868154494e-08
83.0322198431589,10000,0.0153234958774502,128,2560000,241.690888349339,0.000398800724751362,0.00729690279878582,2.14583674149944e-10
61.2310391178954,10000,0.00136936617722057,256,5120000,514.569194391973,9.2771809584239e-05,0.000652079132009793,7.41188891316104e-10
113.298122967502,10000,0.0135086219093708,512,10240000,111.721778711232,0.000389356445871297,0.00643267709970037,1.67970653754269e-09
81.9933448531981,10015.216411116,0.000441424278690176,128,2563895.4012457,28.0425087926324,0.000789263391496739,0.000210202037471512,1.46128628225958e-08
117.920974612947,10015.216411116,0.00159337291369011,512,10255581.6049828,978.231876133882,0.000400355603659518,0.000758749006519102,3.18074495493511e-10
66.8128180747025,10030.4559761488,0.000331880258002959,64,1283898.36494704,284.496072916006,0.000408832129525171,0.000158038218096647,4.23645032622526e-08
61.6745203681291,10030.4559761488,0.00073460845600764,512,10271186.9195763,813.744265748818,5.48507781624936e-05,0.000349813550479829,4.93527506431338e-10
56.3691501572518,10045.7187303302,0.00271015412363056,64,1285851.99748227,146.758059909574,3.09249892134308e-05,0.00129054958268122,2.09430530165375e-09
83.9112828235562,10045.7187303302,0.00319875095103755,128,2571703.99496453,78.3827104406759,0.000743695407950509,0.00152321473858931,6.13688549713433e-09
55.2450908368174,10045.7187303302,0.00154174549886082,512,10286815.9798581,462.441081948828,6.9656025621291e-05,0.000734164523267058,1.44985984018879e-09
67.658099474492,10061.0047089459,0.00190886416606269,64,1287808.60274507,608.915979033057,8.42708126711754e-05,0.000908982936220327,4.27143734902008e-10
54.3364725194672,10061.0047089459,0.000387991082795656,128,2575617.20549014,37.6024126716919,5.29453509925592e-05,0.000184757658474122,3.83122824024515e-11
73.7365979328289,10061.0047089459,0.00110964961049325,256,5151234.41098028,16.4495790983467,0.000117815250409912,0.000528404576425356,9.58507387658736e-10
61.8871541148536,10061.0047089459,0.000216043544702724,512,10302468.8219606,442.486826152983,4.68597538339748e-05,0.000102877878429869,5.50285562578978e-09
66.1026449827426,10076.313947335,0.000693770996959721,64,1289768.18525889,161.752369753127,6.2238800368546e-05,0.000330367141409391,8.53881802040283e-11
83.7379514491818,10076.313947335,0.00466157250583099,128,2579536.37051777,393.530386468667,0.000104103706125528,0.00221979643134809,4.62002969154367e-10
98.1492232417759,10076.313947335,0.00417865135060538,256,5159072.74103554,33.4420113950664,0.00093570227639057,0.00198983397647875,2.00606301630004e-09
118.846468631428,10076.313947335,0.0139875242901798,512,10318145.4820711,400.226327450424,0.000791433287148823,0.00666072585246657,4.24109237832613e-09
64.6784004756649,10091.6464808907,0.0208911172188192,64,1291730.74955401,16.8351955626507,0.000990610150708609,0.00994815105658059,4.80858628005379e-08
62.1373210490501,10091.6464808907,0.0124309502795277,512,10333845.9964321,794.00747469229,2.5930816680137e-05,0.00591950013310843,5.16961717680499e-09
67.502065142004,10107.0023450598,0.000256913907504779,64,1293696.30016765,175.406023451039,0.00011954094273299,0.000122339955954657,2.90645719052025e-09
84.159176589144,10107.0023450598,0.00648282875978109,128,2587392.60033531,133.900937756294,0.000745676462081055,0.00308706131418147,7.01940957660022e-09
107.477807094438,10107.0023450598,0.00112912391755914,512,10349570.4013412,608.250436978148,0.000249537134695683,0.000537678055980542,1.51775698160052e-08
67.2944529272005,10122.3815753431,0.00545920612285751,64,1295664.84164392,190.18073794332,0.000173733710574026,0.00259962196326548,1.68548099582915e-09
84.7715644757614,10122.3815753431,0.00254318501252636,128,2591329.68328784,689.186607603488,0.000295647828358839,0.00121104048215541,6.7399082461035e-10
101.085688962673,10122.3815753431,0.00247101939962767,256,5182659.36657567,140.081535989683,0.000218935945407554,0.0011766759045846,1.7733716198329e-09
55.9780541620366,10137.7842072955,0.00585266625980257,64,1297636.37853382,15.4282000465608,3.81960651161087e-05,0.00278698393323932,1.85515597431734e-08
98.1443325826014,10137.7842072955,0.0186114429232827,256,5190545.51413528,323.796245521007,0.000194529913185484,0.00886259186822987,8.51133708338817e-08
63.1934326587698,10153.2102765259,0.0030293209109276,64,1299610.91539531,12.291500658438,6.65606516290426e-05,0.00144253376710838,1.26520853873033e-08
70.8516129836494,10153.2102765259,0.000485110192135558,256,5198443.66158124,90.0263944628462,0.000271513972915007,0.000231004853397885,4.68133668205941e-10
54.8441669236959,10153.2102765259,0.015441165133595,512,10396887.3231625,484.700166363465,6.96589890853137e-05,0.00735293577790237,2.66531750336895e-08
63.9211538762763,10168.6598186974,0.000268450877529497,64,1301588.45679326,12.2286592228405,0.00069361995535867,0.000127833751204522,9.90795668541258e-09
104.464992903842,10168.6598186974,0.00177164762932648,256,5206353.82717305,633.763239183777,0.000415465494199781,0.000843641728250703,1.30210916773579e-08
67.0030123664946,10184.1328695274,0.0150945617702371,64,1303569.00729951,123.980108915976,0.000551250874674284,0.00718788655725578,2.03375509610419e-10
84.3309983870552,10184.1328695274,0.00136311677457165,128,2607138.01459901,89.3545392818708,0.000471904992841456,0.000649103225986502,3.01556973638946e-11
81.7211213024483,10199.6294647877,0.0166346575224331,128,2611105.14298565,19.359939705378,0.000239853480534416,0.00792126548687292,8.89979748656289e-11
120.038082113978,10199.6294647877,0.01619539622513,512,10444420.5719426,402.711966207447,0.000535501458755783,0.00771209344053809,5.65033709157228e-09
58.1886533631149,10215.1496403044,0.00215336639435337,64,1307539.15395897,133.506374683415,3.28312114103686e-05,0.0010254125687397,1.7278455888128e-10
84.6492607668087,10215.1496403044,0.000998800478221293,128,2615078.30791794,156.063484463942,0.000688909910553228,0.000475619275343473,5.13535458763553e-08
84.5294140952539,10230.6934319583,0.0151253012329735,128,2619057.51858132,815.036359573237,0.000133892479683226,0.00720252439665402,8.54355856680636e-10
102.278154617075,10230.6934319583,0.00110484640058871,256,5238115.03716265,126.202063841302,0.00041307710413756,0.000526117333613673,9.21117657598427e-11
82.6997938622265,10246.2608756846,0.00510654098504431,128,2623042.78417525,24.9626393672063,0.00016133548738435,0.00243168618335443,1.20361370805401e-11
102.156339267292,10246.2608756846,0.00227212923773249,256,5246085.5683505,359.684197006944,0.000901340017697482,0.00108196630368214,3.82500996068135e-11
117.470360369333,10246.2608756846,0.00798893028286502,512,10492171.136701,364.391362299704,0.000841528725117177,0.00380425251565001,1.18712655902092e-08
66.2889886475139,10261.8520074732,0.00196403743521823,64,1313517.05695657,481.933083161642,0.00022562738100997,0.00093525592153249,4.71492242860402e-11
116.650216571382,10261.8520074732,0.00165405536012298,512,10508136.4556526,242.666915171486,0.000442975139124101,0.000787645409582373,1.07977864075983e-11
66.6651665407381,10277.466863369,0.000574914332303852,64,1315515.75851123,247.812536518109,0.000242322917572606,0.000273768729668501,3.84890157614918e-11
66.2684222331002,10277.466863369,0.00165351011299279,128,2631031.51702245,506.081759724536,5.71855916931985e-05,0.000787385768091804,1.56292770585609e-11
90.6440079457471,10277.466863369,0.00522330415297629,512,10524126.0680898,23.0839457787781,0.000294439895739193,0.00248728769189347,2.22845026178504e-09
63.409444567721,10293.1054794714,0.00104838249024501,64,1317517.50137234,11.629909473423,0.000660159586757493,0.000499229757259526,2.25694577252667e-11
81.5469532136642,10293.1054794714,0.00131590888012479,128,2635035.00274468,26.0513085450036,0.000893378742106032,0.000626623276249901,7.15729723222436e-08
102.654206846418,10293.1054794714,0.00230908202627832,256,5270070.00548935,184.304026266658,0.000364447571614033,0.00109956286965634,1.88070350843284e-10
62.1554134501377,10293.1054794714,0.00172942789312105,512,10540140.0109787,321.801279141343,4.36927538468267e-05,0.000823537091962404,9.28631126989405e-09
83.337764618389,10308.767891935,0.0028294673491399,128,2639044.58033536,41.1651480006109,0.000155223011807306,0.00134736540435233,4.56174001476563e-10
51.0466445948891,10308.767891935,0.00161333611318659,256,5278089.16067073,189.985973817288,2.680515755373e-05,0.000768255291993614,4.61894006861401e-10
