SNR,OSR,Adc1,gm1,Io1,Adc2,gm2,Io2
-9.36111046506375,4,121.119137581524,5.55475053269996e-05,0.00128642195442396,157.443787278823,0.000184737047002262,0.000153585466094534
13.6747340316388,8,42.656660149186,6.47726077244548e-05,0.00289264123796681,20.1235213862248,0.000646879349066481,0.00180050530020914
38.1308861073543,16,20.8282818908482,7.54480194118235e-05,0.00352573482198189,74.6026429250231,0.000182434041389301,0.000242134150113725
16.9805255016803,32,20.1944703501779,0.000227666117515783,0.00633423554842733,10.6014336848717,1.06771797407918e-05,0.00358038212397054
60.8597809903926,64,18.7889083172843,8.51413745888793e-05,0.000188944525314081,28.7108396459685,4.29492489275066e-05,0.00535797904598475
-25.2211985127429,4,262.788425429864,0.000806358811835517,0.00387394662526384,33.6790092429647,1.67394612619632e-05,0.000464689889764713
2.2749977184729,8,85.0606960366172,5.12148569807012e-05,0.000239236118986078,105.382977285301,0.000181520743648036,0.000186564066175325
-57.1528544623566,16,16.8477677351546,4.76476760860952e-05,0.000114274351409825,26.9258719571122,1.32257069575026e-05,0.00339573911046435
-35.6380203580988,32,252.207330061797,0.000619041968552031,0.000179793664826466,49.2288376607808,0.000222838303819116,0.000433737994475116
-31.1404188030003,4,22.9072141014774,0.00012327315648944,0.000185127685946161,313.064758601208,9.01318267372288e-05,0.000319712062418087
1.04114033335949,8,404.88917043846,0.000315186374485827,0.000180560155216842,67.1798309056968,4.08405521719759e-05,0.000251274966001885
-12.3536655053602,4,106.638053609772,1.77727404378159e-05,0.00742197669029145,12.9272195014396,0.000107811717472361,0.000137410431916236
9.04517891880358,8,124.990418893227,8.06249830319056e-05,0.00035193309619576,60.2637680297478,0.000259451687487981,0.00127005190500906
19.8074582908073,16,26.0429105281325,1.41090858783423e-05,0.00767995211131223,88.9135357949393,0.000423859544039951,0.000642130422760743
-6.85263978622114,32,370.832466018031,0.000212168656913859,0.00188930034094213,447.343810686914,4.28170438832022e-05,0.00316396449714064
-11.1232931136492,64,112.974197601628,0.000255448457072851,0.00555983165365294,40.4843473394321,4.19376762257063e-05,0.000942685886123728
-21.1606983160558,4,138.690504233769,0.000688495548445568,0.000542183724241362,440.129297511464,4.89726654582447e-05,0.000588263964445145
-9.25636598012177,4,69.8363475250785,0.000208998811672342,0.000296758939206977,135.319232712066,0.000215084832796364,0.000132683530975432
13.1231252892629,8,276.893410048751,0.000239999224592827,0.000236938959104106,12.8458614542887,0.000527403806208502,0.000267536463320501
38.0479726024595,16,14.0047906876126,0.000509855630387334,0.00123395274903469,33.1152746656149,0.000333855479422028,0.00122390223800832
41.7803796470727,32,154.783205518041,8.62588066056881e-05,0.000323767245238511,150.732569460137,0.000564514567188351,0.000662657662980708
53.431719091016,64,529.608234421028,8.25956858612173e-05,0.000408928345712106,91.0892719452036,0.000552676495089226,0.00633762315950778
-9.33693580165591,4,78.9954579581574,0.000409457070492339,0.000107422990186465,24.9632562008954,2.21605638393465e-05,0.000129592263056842
13.6636237133561,8,201.908583003479,0.000446205041047798,0.00149615361982686,30.0625159748409,0.000501704463081575,0.000770936299464542
30.6172801502537,16,40.4525810953436,2.40365540664477e-05,0.0084162111320305,363.401703220281,0.000830188575449943,0.00119021399991253
34.3402086207151,32,164.013615365601,1.12550237724008e-05,0.00500835780945652,171.640526608965,0.00034706752460296,0.000185404896976389
37.8665437555754,64,36.1247308361637,1.29906212551575e-05,0.00010372431948034,19.4203744411366,0.00056238107979656,0.00120752032190834
-15.3861227173155,4,397.305594453944,1.93139525712706e-05,0.00185374963396498,270.560280399361,1.36403951849498e-05,0.00518485224894005
7.20990906342194,8,391.145407833476,2.20210222186598e-05,0.000523097049410652,63.5349741116534,0.00019660041574742,0.000248905633798167
-0.022117400672798,16,809.419768134882,0.000178521103484287,0.000169090508648032,84.0951084882678,4.44829090280875e-05,0.000204747309026712
30.7961916597525,32,77.3884824896011,1.14559316928771e-05,0.00120680153185973,259.755058020551,0.000190850729786288,0.000132664747762109
52.2332155520737,64,81.9908946556723,8.80368572164745e-05,0.00068052293515538,63.448460965257,0.000574780547694106,0.00209965518067582
-15.4419571443337,4,158.355910097988,0.000227449790284907,0.00108192459812134,10.6849083448594,5.58824387841978e-05,0.000108944493435758
9.64320120925458,8,484.444090964046,1.69659404509487e-05,0.00591896473878087,14.1020056118252,0.000341566378577464,0.000382125370775335
-90.8473607569754,16,11.545185251522,2.96570430768267e-05,0.000198971931827136,152.102499157207,2.16856936013071e-05,0.00886436546735004
-75.4551375538327,32,23.6886484700427,3.78583083616455e-05,0.000740206757128793,77.9835570227851,0.000109508887549866,0.00338283572622227
27.8547610909414,64,771.23867299327,2.21570832059963e-05,0.000131243443445479,713.249055073387,0.00017985032157738,0.000307162264308998
-12.8343444133655,4,786.763633783245,4.4402993056537e-05,0.000578176071466278,15.4805615897571,0.000267810358958589,0.00231330087491313
-12.7563818504037,8,80.5320551738323,0.000400147583002044,0.00278444687782384,56.3426886233339,4.10007886723122e-05,0.000188672680879658
-8.81449866028745,16,418.470745145024,3.97436178646373e-05,0.000154966726048085,123.594096778786,3.36801656514225e-05,0.00181812330643943
28.1885327243997,32,720.70643772347,0.000355837280360136,0.00215963717636173,16.7246388344186,0.00067921460308546,0.00517641855551965
4.1681020075105,64,221.531027570796,0.000127509241154217,0.00039156251448952,644.060209296777,0.000169851164018006,0.00630371640346969
