SNR,OSR,Adc,gm,Io,Vn
79.4516280944316,128,15.7552230993182,0.00040829950091126,0.00882976427493815,3.08772746080608e-10
76.4364146665453,128,33.3996847569978,0.000142378046936381,0.00198601710863319,6.20116961210414e-11
-88.5328106948075,512,46.850440643819,2.32190763086885e-05,0.0039871369285075,9.09390791171018e-10
47.859027954973,128,228.799938167742,3.01900631276741e-05,0.000808342507955424,2.28020373944298e-10
96.7917242848133,512,18.7545338767548,0.000592957909002459,0.000732458473550995,6.40504018902826e-08
5.36544701511534,512,276.98420053406,1.14116463667597e-05,0.00447329552846156,4.80096079326867e-08
-105.36120774859,256,16.3502246133472,9.54559000683467e-05,0.00014687220997547,1.62445614280706e-11
55.2854996798636,256,203.00872206437,2.16697694792287e-05,0.000184646897640169,8.94195298424803e-09
81.5446380821122,128,97.3526714062595,0.000906486413597717,0.000222216972397056,1.19255304485248e-10
92.7395718244761,256,361.495958655949,0.000266310900645958,0.000605167511261326,4.91295130968183e-10
74.0701318841854,512,269.199442904738,0.000100217426980079,0.0046000175189854,1.55411661988687e-09
52.6131368538213,256,641.861196144904,8.75339948427036e-05,0.00404323313030325,5.90130331555858e-08
35.5817555578253,256,605.124878796007,1.3159449905034e-05,0.000132112027708878,4.68787925683639e-10
78.3425477105263,128,46.5935826707063,0.00023117656603079,0.000628804355478019,8.55480010083111e-08
17.3057020403912,256,249.742045618398,1.21580038059834e-05,0.0011317530173022,1.60627461082868e-10
-105.365034935921,256,24.8667857982273,1.38960359567551e-05,0.000681708855933542,6.37374997986696e-09
-88.5224045141413,512,11.5101740973667,0.000110484075233248,0.00205930077030251,4.62759567321265e-09
30.9071168196344,256,307.714896324166,1.56120542438569e-05,0.00180279655036111,1.43385706373775e-09
92.4037927193212,256,100.010332504876,0.000432809821817298,0.000383679115224118,6.20043388111833e-09
107.389909617424,512,91.1683893501815,0.000431612669240643,0.000729965509644819,4.63566083520765e-09
79.9289861509371,128,644.828874242311,0.000278534621253531,0.000107392573886023,5.15857581381596e-11
18.5072441134059,512,165.856805685756,1.9940263131368e-05,0.0092923904275744,3.2513041537791e-11
50.8781801714559,512,171.922524299167,0.000208550149648352,0.000215941851055786,9.91565891098882e-08
66.6429161266284,512,523.461338451539,0.000108940630643748,0.000163092011768228,4.83597743143551e-11
