SNR,Bw,Power,OSR,fs,Adc1,gm1,Io1,Adc2,gm2,Io2,Adc3,gm3,Io3,Adc4,gm4,Io4
225.973556781425,563851.0096097,0.000596474199368082,4,4510808.0768776,234.275871812633,0.000120224276927241,0.000207801461336502,100.380970936119,5.15129003882271e-05,8.90373912153662e-05,196.194945067762,0.000100682136939889,0.000174023880378607,73.6124458174493,3.77759903432415e-05,6.5293850771171e-05
229.489225080787,563851.0096097,0.00174984613964042,8,9021616.15375519,26.092565214389,2.76766931904574e-05,0.000514820974701337,15.7505200447808,1.6706763297813e-05,0.000310766611672024,17.9660452026243,1.90567970927103e-05,0.000354480168076488,19.9096028147449,2.11183516883074e-05,0.000392827651968503
258.439665473774,563851.0096097,0.017655986679109,16,18043232.3075104,164.559127933669,1.55557159279736e-05,0.0049604049109509,83.3774933873571,7.88164484222972e-06,0.00251329800330573,128.841034278437,1.21792972183806e-05,0.00388373290009391,149.720460126169,1.41530219294001e-05,0.00451311400956764
418.454329625362,563851.0096097,0.00398351316420004,32,36086464.6150208,44.9109606488078,1.31926133082716e-05,0.0014640718619035,10.9887535368064,3.22795090678688e-06,0.000358227136944084,13.9481351074068,4.09727046995218e-06,0.000454701298786952,39.9910539672813,1.17473886810428e-05,0.00130368569265764
77.9445526511732,563851.0096097,0.00501922656343026,64,72172929.2300415,577.689407929731,0.000435529673689409,0.00148715190061989,310.44866222629,0.000234052421077411,0.000799191246606492,305.627355155464,0.000230417557314133,0.00078677970525671,558.806516109171,0.00042129354680179,0.00143854147419579
220.724906298693,6885757.89383744,0.00374904275386858,8,110172126.301399,16.0256472786774,2.46258631694736e-05,0.00141304676593057,4.43880636285035,6.8209062777003e-06,0.000391387684163192,8.13567239520758,1.25017075261986e-05,0.000717355459458698,9.61888261142277,1.47808873434581e-05,0.000848136161340652
285.747710622023,567085.636137763,0.00105039968560499,4,4536685.08910211,88.1444576848934,1.27236127174961e-05,0.000328770328433696,32.1577338118027,4.64195437399384e-06,0.000119945246526846,71.8021127145794,1.03646025907183e-05,0.000267814957394097,61.0334705260244,8.81015394698987e-06,0.000227648960324006
175.743849665298,567085.636137763,0.000935174583578893,8,9073370.17820421,261.322199429623,0.000129915529661341,0.000248782664639903,244.372316307029,0.000121488947272336,0.000232646120948713,178.229529755978,8.86062638768486e-05,0.000169677193238802,199.051884785267,9.89580337928027e-05,0.000189500388434508
130.552329066155,567085.636137763,0.00489473227136955,16,18146740.3564084,824.363894029036,0.000265491424833379,0.00162699466313063,655.319804376936,0.000211049743742702,0.00129336307920289,418.844308797133,0.000134891366702659,0.000826646411895825,330.737293211656,0.000106515964437915,0.000652755190821933
211.918596103682,567085.636137763,0.0124638663027293,32,36293480.7128169,102.695431631308,9.45847783640442e-05,0.00444024864853895,23.5591320075424,2.16984849665244e-05,0.00101862762924841,59.326976209339,5.46414656098349e-05,0.00256512409316474,73.5358712879299,6.77281742438805e-05,0.00317947495734389
129.716370792127,567085.636137763,0.011320097317505,64,72586961.4256337,40.7479937276228,0.000171870480768954,0.00418051634080838,17.2435710508829,7.27314543753798e-05,0.00176909398371775,25.0310332313291,0.000105578098994745,0.00256804406495116,16.1579368645265,6.81523707818286e-05,0.00165771398580815
194.121798079808,16599.7900085277,0.000785669730245467,16,531193.280272886,173.290040185284,5.68883106938705e-05,0.000255619335830065,125.55807512318,4.12186804278805e-05,0.000185210135197454,110.413840237768,3.62470736438952e-05,0.000162870944445785,69.5002973371674,2.28158208285125e-05,0.000102519566769813
206.666709191682,16599.7900085277,0.0227404245216338,32,1062386.56054577,170.082174761191,3.35522473676649e-05,0.00969809646994971,39.4803431248003,7.78831903192386e-06,0.00225117168703086,65.7708331172992,1.2974665131296e-05,0.00375025710587324,83.151533777658,1.64033699253081e-05,0.00474130576782825
224.126772313836,16599.7900085277,0.000524160860969298,64,2124773.12109154,17.5892694985999,3.03788427118591e-05,0.000153903698442812,12.431462960582,2.14706732413125e-05,0.000108773597837062,17.3936500329245,3.00409837132461e-05,0.000152192054917352,6.43284116169579,1.1110311878335e-05,5.62864788875367e-05
275.863469824852,613150.733031512,0.00732933674230656,4,4905205.8642521,17.6842667280292,0.000176135988375523,0.00200095392202121,14.2476328319898,0.000141906980338434,0.00161210285012848,16.0761035050096,0.000160118619766919,0.00181899215013439,10.217684379433,0.000101768536109449,0.00115611893596901
243.929176075832,613150.733031512,0.000826230912810419,8,9810411.7285042,37.061072457374,0.000111136195171191,0.00026937237304902,12.1238190548652,3.63560747534067e-05,8.81200055120419e-05,31.4550896867687,9.43253595960226e-05,0.000228626199717778,21.5401251714294,6.45930459194675e-05,0.0001565608939103
207.056239067584,613150.733031512,0.000992446394064,16,19620823.4570084,296.118549687187,6.70618442984727e-05,0.00030742997112698,86.771626253791,1.96511339647723e-05,9.00862123700938e-05,266.677404168607,6.03943203665159e-05,0.000276864204388343,209.696085511549,4.74897849237414e-05,0.000217706258464246
183.633191220492,613150.733031512,0.0012934345297055,32,39241646.9140168,66.4685501757186,2.72636545972033e-05,0.000477942455117943,18.4666302217506,7.57452699974802e-06,0.00013278440048122,61.5998328980769,2.52666345653515e-05,0.000442933918256531,15.1556813813128,6.21646269210068e-06,0.000108977005654864
105.423429281094,613150.733031512,0.000822270964323982,64,78483293.8280336,454.950121578996,0.00052132341829008,0.000248728001864728,105.457326851276,0.000120842640786711,5.76550899660739e-05,450.789290157784,0.000516555557470729,0.000246453213406814,340.73274563164,0.000390442712839691,0.000186283662694053
